,title,time,content
98,望B市职工医疗保险费能在网上查询,2012/1/19 17:49:30,"
					
					　　干部职工的医疗保险费能否像住房公积金那样，让人民能在网上查询，知道自己的医保费到底有多少？ 
					
					
				"
99,A市住房公积金政策毫无执行力,2018/5/4 14:58:13,"
					
					A市住房公积金管理中心于2016年7月28日出台了《A市住房公积金个人住房组合贷款管理办法》，意在解决当前房价高企，而部分上了年纪的刚需群体需要买房，但可贷公积金额度杯水车薪，无法单靠公积金贷款买房的问题。但该政策毫无执行力，全市大小楼盘能够接受组合贷款的少之又少，向A市住房公积金管理中心投诉，被告知没有强制执行力。在此我想请问书记，政府出台的政策初心是好，但缺乏执行力，没有办法贯彻实施到位，让老百姓真正感到政策的利好，那么，这一纸开发商想不执行就不执行的空文，是否有存在的意义？是否反映出政府在出台类似政策规定的草率与欠缺？
					
					
				"
100,西地省B市至今未合理确定住房公积金缴存比例,2014/2/18 7:18:19,"
					
					　　我透过诉讼得知，西地省B市政府部门（市房改办、市住房公积金管理委员会、市住房公积金管理中心、市财政局和市税务局等）滥用职权违反《建立住房公积金制度的暂行规定》（【1994】财综字第126号）第五条和《住房公积金管理条例》（国务院令第262号）第十八条之规定，两次（1999年、2002年）批准西地省第五工程公司（现名为西地省第五工程有限公司）按1％（低于5％的下限）的比例缴存住房公积金，致使该公司从1995年开户缴存住房公积金起均按1％的比例缴存（包括代扣代缴），广大职工因此遭受重大经济损失。    　　据调查，B市至今未合理确定住房公积金缴存比例并按照规定程序报西地省人民政府批准。除该市党政机关统一按12％的比例缴存外，其他单位只要不低于5％的缴存比例都不用按国务院《住房公积金管理条例》第二十条之规定审批，而降低缴存比例没有下限。                                        　　信访人：黄坚永　　二0一四年二月十五日                                                                             　　　《建立住房公积金制度的暂行规定》（【1994】财综字第126号）　　第五条 起步阶段职工个人和所在单位各按职工个人工资和职工工资总额的５％缴纳住房公积金。今后随着经济发展和职工工资收入提高，可对缴交率进行适当调整。三资企业及其L2县职工的住房公积金缴交率，由各省、自治区、直辖市人民政府确定。　　《住房公积金管理条例》（国务院令第262号）　　第十八条 职工和单位住房公积金的缴存比例均不得低于职工上一年度月平均工资的5％；有条件的城市，可以适当提高缴存比例。具体缴存比例由住房公积金管理委员会拟订，经本级人民政府审核后，报省、自治区、直辖市人民政府批准。　　第二十条 单位应当按时、足额缴存住房公积金，不得逾期缴存或者少缴。　　对缴存住房公积金确有困难的单位，经本单位职工代表大会或者工会讨论通过，并经住房公积金管理中心审核，报住房公积金管理委员会批准后，可以降低缴存比例或者缓缴；待单位经济效益好转后，再提高缴存比例或者补缴缓缴。　　《关于住房公积金管理若干具体问题的指导意见》（建金管[2005]5号）　　二、设区城市（含地、州、盟，下同）应当结合当地经济、社会发展情况，统筹兼顾各方面承受能力，严格按照《条例》规定程序，合理确定住房公积金缴存比例。单位和职工缴存比例不应低于5％，原则上不高于12％。采取提高单位住房公积金缴存比例方式发放职工住房补贴的，应当在个人账户中予以注明。未按照规定程序报省、自治区、直辖市人民政府批准的住房公积金缴存比例，应予以纠正。                      
					
					
				"
101,K2区映山岭通宵作业，华源府第小区居民得不到正常休息,2014/3/24 1:53:22,"
					
					　　我家住在K市K2区华源府第小区，小区门口有个山头叫映山岭（楚永路、育才路交汇处），自2013年底开始挖山，2014年元宵节后通宵作业（无夜间施工许可），严重影响正常休息。3月6日拨打市长热线12345反映问题，12345转接给环保部门，环保部门工作人员进行了记录。10日拨打K市K2区环境监测站8413602（下称环境监测站）询问处理情况，工作人员不了解我反映的问题，再次告知，同时了解到环保部门工作任务繁忙，处理这类问题需要一周时间才有答复（中国公民真可怜）。17日拨打环境监测站，答复已现场查看，问题确实存在，但处理不好；再次拨打12345，与环境监测站进行三方通话，环境监测站答应需要请示领导后第二天给我答复（难道工作人员处理不了的问题还没有汇报领导？）。18日，拨打环境监测站，接电话的工作人员称不清楚这件事情，我问他昨天值班的人是不是姓张，他说是的，于是我将自己电话告诉值班人员，让张姓工作人员给我回电话，他答应了。截止23日，未收到环境监测站任何工作人员的答复，而且夜间施工的噪音更大（原来是挖掘机挖土，现在是挖掘机破碎锤敲打石头；23日凌晨2点半我才在机器轰鸣声中入睡，现在是24日凌晨1点半我在网站写材料，仍在施工）。　　麻烦相关部门核实情况，并答复2个问题：　　1、K市K2区环境监测站工作人员对反映过的问题不清不楚，是否属工作失职？工作人员从没有主动跟我沟通过1次，而且答应回复电话给我的情况下仍不与我沟通，是否属于失职？应如何处理。　　2、K市K2区环境监测站明知施工点违法作业，不处罚、不制止，该部门是否失职？应如何处理。 
					
					
				"
102,L5县环保局噪声测试数据涉嫌造假,2016/12/21 21:06:50,"
					
					　　县环保局噪声测试不按国家规定程序监测，数据造假怎么办法？投诉各级相关部门后，都把问题当皮球踢环保局，问题总是得不到解决。
					
					
				"
103,请责令M3县环保局在U优会所设立环境监测点,2012/9/3 7:40:27,"
					
					　　U优会所早晨排污持续，请责令环保局在此设环境监测点，加强污染监控，还市民一个好环境。 
					
					
				"
104,K11县县区别对待造纸厂环保关停问题,2018/9/25 19:01:10,"
					
					我投资200余万元的纸厂被县环保局唐队长带队关了，现在我县涛圩镇往大塘方向有一个小纸厂已生产3年了，没有人管。听说这个纸厂老板是县环保局某个领导的亲戚，所以一直生产没有人管，连现在最严环保检查都没发现。我不服，请政府、检察院追这些管理人员责，至少应该有人渎职。
					
					
				"
105,M1区环保局为蛇形山镇日兴砖厂破坏生态环境充当保护伞,2017/7/2 6:26:24,"
					
					　　您好：日兴砖厂是一家打着环保、空心之名，实际大肆毁林露天开采煤矸石作制砖原料，严重破坏生态环境实际生产实心砖长达七年之久的无环保检验合格证的黑砖厂。M2县政府(蛇形山镇原属M2县)已于去年12月将这一黑砖厂关闭。今年蛇形山镇整体划入M1区。6月份日兴砖厂又恢复了生产，烟窗浓烟滚滚，生态环境严重荒漠化。M1区环保局对群众举报不理不睬，同样采取放水养鱼的态度为其充当保护伞。我们恳请大人督促M1区环保局严格执行环保三同时制度，对正在非法生产的日兴砖厂立即关闭，对已被破坏的生态环境予以恢复。
					
					
				"
106,为何日月星城KTV扰民这么久，相关部门却不闻不问？,2012/12/16 3:39:15,"
					
					邓书记：　　您好！日月星城KTV营业时噪音太大，严重超出行业标准，晚上不到12点睡不了，小孩睡眠时间严重不足，成绩明显后退，严重干扰小区业主的休息.生活次序。部分业主多次和物业，环保部门沟通无果。每次环保部门来人，都是敷衍了事，让人不得不觉得这里面有什么钱权交易，为什么明明是严重违规的事，却依然照常营业。国家明文规定小区是不可以有这样的场所营运的。邓书记您体查民情.日月星城所有业主都会感激的。 
					
					
				"
107,J9县沙田的化工厂、砖厂的污染破坏性强,2014/3/18 2:06:24,"
					
					尊敬的黄县长：　　您好！请您帮帮沙田的父老乡亲吧！  　　J9县评为生态示范县，可在沙田镇的这些地方，106国道隧道口傍边的工厂，是生产什么的排那么浓的黑烟；江湾石磨岭的锌工厂；周姜几个砖厂；以及大湖的砖厂（自称是生产环保砖，还能拿政府补贴款）等；看到这些工厂的滚滚浓烟，能看到工厂生意红火，可也看到了的老百姓生存环境受到了多大的破坏，大量果树绝收，良田破坏等等。   　　希望能尽快还给老百姓一片蓝天，造福子孙。谢谢！！！ 
					
					
				"
108,L市小型砖厂被停产拆除，政府可否帮忙承担部分损失？,2017/11/18 15:41:18,"
					
					　　尊敬的彭书记；　　你好！我是一个小砖厂企业老板，我想掏心掏肺地说几句话，希望你不要嫌弃我的直接。首先祝你们在环保攻坚战中愈打愈烈取得了不错的整治效果，说实话：我们也希望能享蓝天白云青山绿水，谁不想健健康康呢？我想环保整治应该是从源头到过程到终端。循序渐进，多少年积累的问题，想几天几个月就一次性打包解决，会不会太急了点？我们小企业对环保大趋势十分认同。并且有心走上环保之路，但到底还是比不过那些实力雄厚的大型砖厂，心有余而力不足。像我们小型砖厂，几十个员工利润单薄，将就维持开支，到处借钱技术改进设备升级。但有关职能部门担心被追责任，为了追求业绩，整治手法过于苛刻，不问情形，所谓的环保整治其实就是一件亊，关闭停产拆除。砖厂停了客户的定单无法交待，谁来为我们的损失买单？空气是好了，但天天喝空气喝得我们想死的心都有了。你们想大型砖厂顶天立地，但我们小型砖厂在整个社会经济发展中一点都不小。促进了市场繁荣解决就业发挥重要作用，我们也曾为地方经济，国家发展做出贡献，如今为了环保又嫌我们挡路，就将我们一脚踢开，怎能不让我们心寒，怎能不让我们怨声载道。作为政府部门，作为百姓的父亲官，要做的是更多地指导和帮助我们达到环保要求去生产，而不是简单粗暴地关闭和拆除。对我们的声心冷漠视之。我们不知道政府环保关停，导致多少人失业，我们老百姓家里上有老下有小，一家人生活捉襟见肘。一些游手好闲之人开始动脑筋，偷鸡摸狗，这样长此下去，贫富明显最后受伤的还是整个社会。我们要青山绿水但也要养家糊口，我们并不是无理取闹，并不是贪得无厌，而是别无选择。希望能理解我们的难处，停产拆除的损失政府是否也能承担一点？让我们担子轻一点，帮助我们渡过难关。感谢！
					
					
				"
109,关于L5县被砖厂拆除相关政策的咨询,2017/8/27 15:16:20,"
					
					　　尊敬的蒙书记　　你好！　　百忙之中打扰你了，由于环保关停砖厂，己经有四个多月了，我们拆除砖厂有几个问题向你请教。　　一、拆除砖厂是否有相应的补偿？　　二、经过四个月后县政府的决策是有环评手续可以生产，难道国土资源开采证不重要及相关手续也不重要吗？相应完善的手续L5县没有一家达标，过渡生产算不算合法？　　三、请问县政府”三边“政策是否还执行，我们砖厂选址申请报告递交了一个多月了。至今没有回音。我们愿意拆除，但我们要选址建厂。
					
					
				"
110,G8县薮城石膏被环保关停后，没有依法给予补偿,2019/11/27 23:25:09,"
					
					您好！我是G8县薮城石膏实业有限公司法人代表：陈斗天男汉族中共党员现年70岁，家住G8县蒙泉镇中午通村，身份证号码：*****************，电话号码*****************现将关于合法企业被G8县环境保护局已二级水源保护区关停而导致企业倒闭的报告首先我公司是2002年8月从G8县蒙泉镇政府转让我名下的合法矿山，限期30年（合同为证），今年关闭前我公司是有合法证件的（证照齐全），我公司是建矿在前，设立二级水源区在后，2018年我公司向县环保局提出环评，县环保局不出具任何手续，说我公司在二级水源保护区不能进行开采，我多次向县巡视组反映后，都石沉大海！导致现在矿山停工，负债累累，我做为一名中共老党员，本来不想给组织带来麻烦，但我现在问组织给我个说法。1，我公司是个合法企业，为什么环保关停后，不能依法给予补偿？是不是国家没有政策？2，为什么县保环局不能给公司出具关停手续？我支持国家政策，我是一个遵纪守法的老党员，年关马上到了，农民工一直在等工资，关停后所有的债务在等我处理，我相信党会给我一个满意的回复！我虽年龄已高，我不想带着遗憾离开，只求给我公正的答案，我由于负债累累，也没钱去请律师，只能求党！救救我吧！此致
					
					
				"
111,西地省盛常玻璃公司多年高硫排放，严重污染大气层,2014/8/14 11:53:40,"
					
					　　在临G5县合口镇有个大的盛常玻璃公司，每天产玻璃190吨以上，自2010年6月投产以来，一直用高硫石油焦为燃料，含硫高达3.5%，每天熔化玻璃195吨，用焦量53吨，每天排放二氧化硫1.8吨，至今累计排放2600吨以上，严重污染大气层。该公司自用石油焦以来始终将烟气直接排放到大气中，无任何脱硫设备和设施。 
					
					
				"
112,I3县南洲镇鑫顺广场A栋楼下开烧烤摊，业主该如何维权,2018/6/6 19:51:27,"
					
					I3县南洲镇鑫顺广场A栋一楼开了一家名为“鹿锅”的火锅店并在晚上增设了烧烤摊，污染十分严重，严重影响居民生活。经营时间到凌晨两三点，晚上各种吵骂叫喊等噪音严重扰民，屡劝不止。晚上还常有在烧烤摊醉酒的闹事人员，楼上居民都敢怒不敢言。噪音从晚上7时至凌晨1点，拖桌子、喝酒吵闹、清理杂物动静太大，让人无法休息，特别是读书的学生，中午无法休息，下午上课打瞌睡，晚上无法安静做作业，成绩明显下降，这种误人一生的严重情形，我们无法容忍。未按大气污染防治条例、搞好专有烟道及排污设施，而是将烟道直接排放。导致油烟直接排到我们家中，每家烟臭味熏天，导致我们这幢整幢楼一到晚上屋内屋外都是臭味，实难忍受。经与当事人交涉数次，并向物业反映，均不能得到解决。老板有恃无恐，百姓无望，盼有青天，相信县委、县政府领导，能解民于水深火热。根据《大气污染防治法》第八十一条禁止在居民住宅楼、未配套设立专用烟道的商住综合楼以及商住综合楼内与居住层相邻的商业楼层内新建、改建、扩建产生油烟、异味、废气的餐饮服务项目。希望相关部门能处理，要求其停业。其二根据《物权法》规定“业主不得违反法律、法规以及管理规约，将住宅改变为经营性用房。业主将住宅改变为经营性用房的，除遵守法律、法规以及管理规约外，应当经有利害关系的业主同意”。这就是说“住改商”需要满足两个条件：一，相关法律、法规和管理规约没有相应的禁止性规定。二，“住宅商用”必须经有利害关系的业主同意，利害关系的业主不仅指“同幢楼房里其他的业主”，也包括“其他楼房里受到影响的业主”。上述两个条件必须是同时具备的，缺一不可。楼下火锅店根本没有经过业主同意，将住宅改为经营性餐饮希望市监局，依据此法规吊销居民楼下餐饮的营业执照和食品卫生许可证。
					
					
				"
113,I市山水华庭业主受不了餐馆油烟乱排放,2016/10/8 22:19:33,"
					
					　　我们是I市山水华庭的住户，我们的住宅临马路，1栋楼下是筷乐时光餐厅将油烟排气管道直接建在小区楼道入口处和楼上住户窗户下方，致使楼道入口处臭气熏天，1-8楼的所有住户整体不敢开窗一股油烟味，风一吹整个小区都弥漫着刺鼻的味道。特别是夏天，气味尤为突出，出入楼道须掩口遮鼻。住户一年四季不敢开窗透气，特别是在饭店营业高峰时段，楼上住户的窗户更是不敢开窗透气。由于饭馆安放的两口大锅，未对房顶进行隔热处理，二楼住户地面发烫，室内温度一直保持在38度左右，又不能开窗透气，可以想象二楼住户的悲惨处境，说过分点就像热锅上的蚂蚁……而且他们安装的大功率抽油烟机在凌晨5点多就开始吼叫，严重影响楼上居民的休息。
　　油烟污染，导致小区楼房墙面、地面遍布油污，墙面、地面的油污还可以清洗，但是弥漫在空气中的油烟我们确实没法消除。对此，我们物业也多次找饭店协商，但是由于我们物业没有任何执法权，饭店对我们的要求置若罔闻。我也多次打城管电话和执法部门的电话来处理此事，拯救我们这些人身安全受到威胁的居民！其行为已严重影响小区居民日常生活，并对小区居民生活环境造成了严重污染。居民们虽然多次向相关部门反映，但是问题一直没有得到妥善解决。
　　我们都知道油烟中含有大量胆固醇，可造成心脑血管疾病，所以经常闻到油烟的人比没闻到油烟的人要容易得心脑血管疾病。长期呼吸厨房油烟的脂肪氧化物会引发心血管、脑血管疾病，尤其是老年人更容易患心脑血管疾病。厨房油烟中的致癌物质苯并芘、挥发性亚硝胺、杂环胺类化合物等使人体细胞组织发生突变，导致癌症的发生。油烟侵入呼吸道，油烟的主要成分丙烯醛，可引起慢性咽炎、鼻炎、气管炎等呼吸道疾病。油烟对女性皮肤的伤害更大，油烟颗粒附着在女性皮肤上，造成毛细孔阻塞，加速女性皮肤组织老化，
　　导致肌肤变粗糙、出现皱纹、黑色素增多并转变为色斑。
　　根据《中华人民共和国大气污染防治法》第八十一条排放油烟的餐饮服务业经营者应当安装油烟净化设施并保持正常使用,或者采取其他油烟净化措施,使油烟达标排放,并防止对附近居民的正常生活环境造成污染。禁止在居民住宅楼、未配套设立专用烟道的商住综合楼以及商住综合楼内与居住层相邻的商业楼层内新建、改建、扩建产生油烟、异味、废气的餐饮服务项目。第一百一十八条违反本法规定,排放油烟的餐饮服务业经营者未安装油烟净化设施、不正常使用油烟净化设施或者未采取其他油烟净化措施,超过排放标准排放油烟的,由县级以上地方人民政府确定的监督管理部门责令改正,处五千元以上五万元以下的罚款;拒不改正的,责令停业整治。违反本法规定,在居民住宅楼、未配套设立专用烟道的商住综合楼、商住综合楼内与居住层相邻的商业楼层内新建、改建、扩建产生油烟、异味、废气的餐饮服务项目的,由县级以上地方人民政府确定的监督管理部门责令改正;拒不改正的,予以关闭,并处一万元以上十万元以下的罚款。《中华人民共和国环境保护法》第四十五条国家依照法律规定实行排污许可管理制度。实行排污许可管理的企业事业单位和其他生产经营者应当按照排污许可证的要求排放污染物；未取得排污许可证的，不得排放污染物。 根据上述法律规定，希望有关部门能依法处理，还老百姓一片干净的天空。
　　我们400多位山水华庭居民恳请市政府有关部门关注此生，严查此事！这么多老小整日受油烟熏烤，生命安全大事请求为人民执法。
					
					
				"
114,关于取消在A3区杨美公园建设110KV变电站的请愿书,2016/1/8 16:48:00,"
					
					尊敬的领导：
　　您好！
　　我们是梅溪湖杨美公园周边旭辉御府、润芳园、梅溪青秀、嘉和城、家兴苑5个小区的居民。因规划局打算在我们小区边的杨美公园中建设110KV变电站，我们的合法权益将受到侵害，现联名给您呈上本请愿书，恳请市长您关注民生民利，责成规划局取消这一决定，为110KV变电站另行选址。我们周边数万居民，多所中小学、幼儿园，唯一的那么一小块杨美公园（街心绿地而已，本来就很小）就一定不能放过吗？我们强烈要求体育局或园林局来建全民健身项目或者园林景观项目，而不是整天被这个部门那个部门盯着去建什么垃圾站、变电站、污水处理厂这些。
　　1．国家《电磁辐射管理办法》规定100千伏以上为电磁强辐射工程，第二十条规定：在集中使用大型电磁辐射设备或高频设备的周围，按环境保护和城市规划要求，在规划限制区内不得修建居民住房、幼儿园等敏感建筑。从梅溪湖一期规划图中可见不远处就有市教育局幼儿园、长郡梅溪湖中学和雅礼中学，旁边均是小区，分别为旭辉御府、梅溪青秀、家兴苑和润芳园等小区，属于居民聚集区，在此处建立变电站，显然不和环境保护和城市规划要求。
　　2．针对高压输变电工程产生的电磁辐射对近距离接触的人体的危害性问题，中国电磁兼容委员会主任委员高刚攸教授、中国电工学会赵峰玉教授、北京市劳动保护研究所原所长陶娴永教授等许多专家指出：国内外都有大量的科学证据说明磁场高余0.2微特斯拉的电磁辐射环境就可能对人体造成伤害，而且这也已为国内外大量科学证据所证实。英美国家电磁辐射保护专业委员会的专家，经过多年研究于1995年提出把国家卫生标准（100微斯特拉）修改为0.2微斯特拉，而周边不到30米就有居民小区，对此处居住的居民有很大的电磁辐射。
　　注：一般在变电站300米以外的地区接近环境本底值0.2微特斯拉。
　　3．中国疾病预防中心环境所曹进兆教授指出，电磁辐射对人健康危害是积累造成的，即使不超标也不能说它就没有危害。
　　4．在2005年的两会期间，全国人大代表、中国工程院王谟小院士建议尽快""制定防电磁污染法规，保护人民群众身体健康""。明确提出""原有的标准已经无法适应新的问题""，""要制定相应的法律和法规，来保护环境、安全和健康""。
　　5．西地省政协副主席，全国政协委员蔡兴自教授等16位委员提出""高压输电线路和高压变电站建设应远离居民区""的提案，指出""在目前广大群众有很大意见的情况下，应该尽量和居民协商，即使协商没有结果，特别是一些群众反映强烈的待建高压输变电站工程，为了大局，电力建设部门也应该让一步，远离居民区""。因此在做规划时请政府相关机构需要与周边居民沟通并调研，尊重附近居民的意见，听取他们的建议。附近居民没有收到相关的调研信息。
　　6．北京市规划委（2004规意字0638号）审批奥运信息中心大楼周边110千伏的地下高压变电站工程项目时，明确要求距离不得少于300米。A市也属于一线城市发展快速城市，制定规划时也应向北京市看齐。
　　7．国内外的众多专业机构和专家通过几十年的调查研究已证实：“110kv高压线周围300米地段内的人群患白血病、癌症的几率是其他地区的数倍，电磁辐射也会导致孕妇流产、胎儿畸形和心血管疾病。在高温、大风、大雪、阴雨、雷电等气象条件下容易断裂和发生其他危害事故。”
　　我们向您表达我们的合理诉求，希望您百忙之中来现场视察。我们的态度很坚决：誓要保护我们的美丽家园！总之我们相信，我们国家和各级政府会维护老百姓的合理诉求，会为民作主。
　　1、梅溪湖投资有限公司违反规划程序，刻意隐瞒事实，在周边楼盘卖掉以后通过A市城乡规划局网站一个整体规划中标注将在杨美公园建设110KV变电站，现场至今没有任何公示，现场和梅溪湖投资公司网站显眼位置标注的杨美公园依旧是个完整的公园，按照规划程序，市政设施应该是先于楼盘建设，而不是卖光周边楼盘后再来建设有可能对周边居民造成伤害的市政设施； 2、规划天天变。今年8月份的时候，准备在这里开工建一个大型垃圾压缩处理站，因为周边居民强烈反对停建了，说是尊重民意，现在来要建110KV变电站说是2011年的规划，那么8月份的垃圾站又是什么规划？全凭一张嘴，还自相矛盾。 3、公示形同暗示，我们向西地省经视、西地省都市频道等媒体求助，媒体记者在知道A市城乡规划局有此“公示”的情况下，进入其网站都很难找到“公示”内容，而且公示中的电话根本没人接听，给公示中的邮箱发信全部拒收，这是典型的形式主义，糊弄老百姓； 3、杨美公园周边五个小区（均为拆迁安置户和新建楼盘）数万居民，周边还有A市教育局幼儿园、A3区实验小学、长郡梅溪湖中学、雅礼梅溪湖中学等多所学校，能够休闲的绿地只有这一块不到3公顷的杨美公园，希望党和政府能为我们保留这一点点绿地，造福人民。
　　我们也是读过几年书的人，也稍微有点文化知识，并非无理取闹，我们气愤的是开发商和相关部门似乎都在有意隐瞒真相，等房子卖出去以后来整这样一出二出，今天垃圾站，明天变电站，后天说不定又是什么污水处理站的，这才是我们不能容忍的，我们强烈要求保留我们周边唯一的绿地，建全民健身设施也好，建园林绿化也好，就是不能建一些本来不说，问了也说没有的这些损害人民群众身体健康的污染、辐射项目。希望居庙堂之高者能将心比心，切实考虑小民的感受，己所不欲勿施于人。
					
					
				"
115,A市和顺洋湖壹号小区建110千伏变电站，不顾老百姓生死,2015/11/9 17:51:31,"
					
					　　1．国家《电磁辐射管理办法》规定100千伏以上为电磁强辐射工程，第二十条规定：在集中使用大型电磁辐射设备或高频设备的周围，按环境保护和城市规划要求，在规划限制区内不得修建居民住房、幼儿园等敏感建筑。 1．国家《电磁辐射管理办法》规定100千伏以上为电磁强辐射工程，第二十条规定：在集中使用大型电磁辐射设备或高频设备的周围，按环境保护和城市规划要求，在规划限制区内不得修建居民住房、幼儿园等敏感建筑。　　2．针对高压输变电工程产生的电磁辐射对近距离接触的人体的危害性问题，中国电磁兼容委员会主任委员高刚攸教授、中国电工学会赵峰玉教授、北京市劳动保护研究所原所长陶娴永教授等许多专家指出：国内外都有大量的科学证据说明磁场高余0.2微特斯拉的电磁辐射环境就可能对人体造成伤害，而且这也已为国内外大量科学证据所证实。注：一般在变电站300米以外的地区接近环境本底值0.2微特斯拉　　3．英美国家电磁辐射保护专业委员会的专家，经过多年研究于1995年提出把国家卫生标准（100微斯特拉）修改为0.2微斯特拉。　　4．中国疾病预防中心环境所曹进兆教授指出，电磁辐射对人健康危害是积累造成的，即使不超标也不能说它就没有危害。　　5．在2005年的两会期间，全国人大代表、中国工程院王谟小院士建议尽快""制定防电磁污染法规，保护人民群众身体健康""。明确提出""原有的标准已经无法适应新的问题""，""要制定相应的法律和法规，来保护环境、安全和健康""。　　6．西地省政协副主席，全国政协委员蔡兴自教授等16位委员提出""高压输电线路和高压变电站建设应远离居民区""的提案，指出""在目前广大群众有很大意见的情况下，应该尽量和居民协商，即使协商没有结果，特别是一些群众反映强烈的待建高压输变电站工程，为了大局，电力建设部门也应该让一步，远离居民区""。　　7．北京市规划委（2004规意字0638号）审批奥运信息中心大楼周边110千伏的地下高压变电站工程项目时，明确要求距离不得少于300米。　　8．国内外的众多专业机构和专家通过几十年的调查研究已证实：“110kv高压线周围300米地段内的人群患白血病、癌症的几率是其他地区的数倍，电磁辐射也会导致孕妇流产、胎儿畸形和心血管疾病。在高温、大风、大雪、阴雨、雷电等气象条件下容易断裂和发生其他危害事故。
					
					
				"
116,M4市数千居民与学生跪求政府,2017/4/9 14:21:13,"
					
					　　河流守望者；接到来自西地省M4市矿山乡谭家学校多名学生的求助:称政府再次决定要在他们就读的学校上游500米处建立砷碱渣填埋场，这些野外混合渣是些剧毒物质，渗透出来的地下水渗透到哪，哪里就会成“三光政策”。2013年学校向中央和省厅反映了此事，当地也答应不再将“剧毒化学基地”《野外混合渣》填埋场建在学校附近。可是今年当地部分官员受经济利益的驱使，不顾居民和学生生命的安危通过上下活动后又准备在原址动工了......　　新建的学校上游500米处马上建剧毒化学物质填埋场　　综上！上千学生与家长集体请求本平台帮着向政府.向社会呼吁:请求当地紧急停止这项给居民带来巨大灾难的重大工程　　剧毒填埋场下游600米左右住着成千上万的居民　　紧急报告人：M4市矿山乡谭家居委会全体居民　　报告请求：请求政府取消在谭家居委会住宅耕地水源上游建立碱炉渣《野外混合渣》填埋场这一工程方案：　　关于政府准备在谭家居委会住宅耕地区建立砷碱渣填埋场，我们谭家居委会全体村民曾于2013年向省，市，乡各级政府提出坚决反对的报告，得到了各级政府领导的承诺，只要谭家居委会村民反对就坚决不建，然而2016年我们村民惊闻有关部门在我居委会发布征地公告，又准备在我们谭家居委会住宅耕地区建砷碱渣填埋场，我们谭家居委会全体村民坚决反对，决不允许，特向政府有关领导提出紧急报告请求　　事实与理由如下：　　【一】 2016年我村在离工程不到600米处建了一所中心小学已快完工即将有上千学生入校读书。　　【二】 这工程在居民的上游农田边缘其砷碱渣将直接流入青风河影响农民的居住和人身之安全，后果非常严重。　　【三】砷碱渣“野外混合渣”中含有砷，铅，汞， 镉等剧毒元素及大量的砷，碱，跟空气地下水长期接触会自然膨胀，易溶于水，渗入水中，鱼虾死尽，灌溉进地理，农作物死尽，人畜引用后，轻则慢性中毒，重则中毒死亡，铅，汞，镉等元素更是一种致癌物质。据卫生报报道，锡矿山是癌症病患者高发区之一，砷碱炉渣的剧毒元素危害一直殃及到了洞庭湖，引起了国务院的高度重视，填埋场拟建在谭家居委会耕地和水源上游也是青风河的水源地，对谭家下游区域地表水，地下水，和土壤更是严重的污染隐患。　　【四】谭家居委会村民多年来以农业耕种为主，人多地少，没有工矿企业，为了百年大计，忍痛被征收用了大量良田建学校，卫生院，镇政府。修建公路，大力支持新农村城镇建设，如又要征用土地建砷碱渣填埋场，谭家居委会的土地会更少，又是将来的永远污染隐患，谭家居委会的子孙后代将没有生存之地。　　【五】砷碱渣是锡矿山数几十年来锑品冶炼生产过程中的废渣，政府应根据环境保护法中“谁受益，谁污染，谁治理的方法”妥善处理，不该把这危害环境的隐患包袱转嫁到毫无关联的，无辜的谭家居民土地上。　　【六】我们在该项目的省环保审批的环境报告中看到:地方政府规划部门应做到拟建填埋场周边800米范围内用地控规，期内不得保有和新建居民住宅，人群活动集中场所等环境敏感建筑物”。谭家居委会居民包括拟建的新农村城镇都住在该项目800米以内，对人，对地，对饮用水是无尽的污染和隐患。　　【七】我们是长期居住在此地的老百姓，喝着谭家的水，耕着谭家的地，水被污染，地被破坏，我们和我们的子孙后代何处生存，如果我们只顾眼前利益，出卖谭家的土地，堆放剧毒物质，不顾及我们的生命安全，将会被子孙后代撮脊梁骨成为千古罪人，所以我们谭家居委会村民坚决反对，决不允许！！！！！！！　　请领导关注 https://baidu.com/ 
					
					
				"
117,泸阳镇下坪村与壮稻村釆石场严重破坏生态环境,2016/12/29 0:10:43,"
					
					　　泸阳镇下坪村与壮稻村，釆石场，生态破坏非常严重，放岩怆震动大，水源破坏让陌生断水无望，釆石场离居只有几百。
					
					
				"
